chunkId,source,content
ac96eea42b66781176d1cf28d873ff84,GOWEI,"女主角站在电动车旁，体现了车辆与人物之间的协调与时尚外观。,GOWEI CP900电动两轮车"
959c9383f86c4f93d8adec6fedd04f26,GOWEI,"一位使用者驾驶三轮车在农场上运送物品，背景有房屋和围栏，天气晴朗。,美国用户评价GOWEI电动三轮车"
194d375e1b8814e348c5bbf344f2c9c6,GOWEI,"一个直道马路，没有交通工具和行人，凸显出清晰的道路视线，适合测试或演示GOWEI电动三轮车的环境。,GOWEI自卸货功能电动三轮车工厂介绍"
c2d9d9f82e3270a161dc1c062774a090,GOWEI,"女主角骑行中穿过绿意盎然的公园小径，展现出电动车在户外环境中的使用场景。,GOWEI CP900电动两轮车"
83cdebffe300aa0c7e70f21baebff26e,GOWEI,"在展会上，一位顾客正在试驾江苏GOWEI摩托车公司的电动两轮车。背景中有关于公司的介绍横幅，展示了公司的信息和产品特点。地毯为蓝色，上面有白色的花朵图案。整个场景显得专业且充满现代感。,客户试驾GOWEI电动两轮车"
bb1e3bba192dc1a267db381d2d35941b,GOWEI,"整车远景展现，提供了电动车的全貌，突出动感的车身贴纸和整体设计。,GOWEI CP900电动两轮车"
3061a8996ab34025775c4e86a7c64c50,GOWEI,"这张图片呈现了一辆GOWEI品牌的电动三轮车的部分近景，特别突出了三轮车的把手和仪表板区域。仪表板看起来很现代，具有清晰的液晶显示屏。图片色彩鲜艳，主要以红色和黑色为主，显示了该电动三轮车的设计注重实用同时兼具美观。,GOWEI休闲电动三轮车介绍"
63235a4c7bf460d7dd1935ad95cee6a2,GOWEI,"三轮车用于携带和喂养农场中的羊，羊群围绕着停放的三轮车。,美国用户评价GOWEI电动三轮车"
d445bfa25b5657f005184fb48a674b15,GOWEI,"女主角驾驶电动车的特写，突出了骑行时的动态感和轻便性。,GOWEI CP900电动两轮车"
1ab3f7a7b97ef5536eb40f4e1876e52b,GOWEI,"两位骑手驾驶着GOWEI电动三轮车在城市道路上行驶，提供了这些三轮车在实际道路条件下使用的视觉测试。,GOWEI自卸货功能电动三轮车工厂介绍"
5fa765678985cf29dd3bebd5c7f1248b,GOWEI,"使用者驾驶三轮车在农场上移动，旁边有几头大型的牛。,美国用户评价GOWEI电动三轮车"
ab1de25016c556e8262ea9bd0af9fdfb,GOWEI,"车辆前方远景，突显了车辆的车头设计以及独具特色的美观造型。,GOWEI CP900电动两轮车"
c0bcf276ad9b870d410cb0099f120d69,GOWEI,"外卖配送员带着安全头盔坐在外卖车上休息，表现了等待订单的一刻，背景为都市建筑。,GOWEI 外卖车测评"
4d4b55ecf92f1b8424c677a1489215a8,GOWEI,"三轮车的后斗被抬高，仿佛在卸货的过程中。该车型可以用来搬运和自动卸载货物，非常适合于建筑工地或农场使用。整体颜色为绿色和蓝色，车身上标有“GOWEI”品牌标识，凸显了品牌形象。,GOWEI自卸货功能电动三轮车"
da491b1ad45ed3e1501ba363616561d1,GOWEI,"显示了三轮车的仪表盘，具有明晰的速度、电量显示和一些基本的功能指示，例如“驾驶”模式。,GOWEI休闲电动三轮车介绍"
a8c810ccb4edaa179352646185ae58f4,GOWEI,"一位女性正准备戴上头盔，背景是电动车，展示了使用电动车前的安全准备。,GOWEI CP900电动两轮车"
73493eeebe11baf05f1208b4f495630e,GOWEI,"两位骑手穿戴完整的安全装备，强调了安全驾驶的重要性。,GOWEI自卸货功能电动三轮车工厂介绍"
38d9b2b1da55382b890b71cec688a8e0,GOWEI,"女主角下车后立于电动车旁，向观众介绍或展示电动车，背景为自然公园。,GOWEI CP900电动两轮车"
551f6c306a6acea391fa1828b884c899,GOWEI,"近距离展示外卖车的侧面，突出了车辆的动力装置和品牌标志（GO吉）、加速性能。,GOWEI 外卖车测评"
8edbdffa9bc2283ccb2a0c6b0178a467,GOWEI,"三轮车停放在户外，看起来像是用于存放工具和材料，配有一把大伞提供阴凉。,美国用户评价GOWEI电动三轮车"
76407bcb54c69936f298c6db1a44a6e3,GOWEI,"同样展示了仪表盘，但关注在速度与电量的另一种显示方式上，提供不同的用户界面设计。,GOWEI休闲电动三轮车介绍"
c0e0194ea3ae205183d37f905471ab96,GOWEI,"同一位女性正在调整头盔，强调了在驾驶前注重安全装备的重要性。,GOWEI CP900电动两轮车"
8df66c3b0183ab71f8cfb7ffe9522862,GOWEI,"电动车与其用户之间的互动，展示了电动车在日常生活中的应用及其便携性。,GOWEI CP900电动两轮车"
3abad70221e960bf97ecd8e8b16ccfad,GOWEI,"三位骑手在宽阔的城市道路上行驶，展现了GOWEI电动三轮车群体使用的样子。,GOWEI自卸货功能电动三轮车工厂介绍"
4eff9d798f2d6007eb858ede857f7429,GOWEI,"三轮车的后斗处于正常的放下状态，完整地展示了车辆的侧面和前部。车辆设计较为坚固，前部配有圆形的大灯和明显的车牌装置，突出其适用性和功能性。车辆位于一个开放的停车区，可能是展示或待售场所。,GOWEI自卸货功能电动三轮车"
71f77d1a6cd5e5d0eb86a150ee738847,GOWEI,"展示了一个更现代化和科技感强的仪表盘，显示速度和电量，同时包含了“READY”和“SPORT”模式提示。,GOWEI休闲电动三轮车介绍"
2afeb4bc7c7fca596d0b47100cf023b3,GOWEI,"女性驾驶电动车经过一条风景优美的道路，展示了电车的实际使用环境和操控感。,GOWEI CP900电动两轮车"
34058c577ef78c8c63004436932cd8c4,GOWEI,"这是一张ROCKET电动车的正面照片。电动车呈现现代化的白色设计，前部设计非常流线型，配有明亮的前灯和两个侧面后视镜。车身前端展示了锋利且具有未来感的造型，整体车型看起来既时尚又实用。图片背景为一个带有“F”标志的工业建筑。,ROCKET电动车正面照片"
f0481be3bd9f3867d42e3263d35ef27b,GOWEI,"细节展示外卖车的电机部分和车架，突显了现代化技术和结实的设计。,GOWEI 外卖车测评"
d3bb7a891287d2cecbfdc46876917624,GOWEI,"两位骑手正在进行一些基本的驾驶操作或测试，展示这些电动三轮车的操控性能。,GOWEI自卸货功能电动三轮车工厂介绍"
0d837917076896483166d953e2fd7bbb,GOWEI,"图片显示一辆标有麦当劳标志的Gowei品牌电动三轮车正在街道上行驶。三轮车的车厢部分是蓝绿色，侧面贴有多个产品和品牌广告。环境中有行走的行人和丰富的植被，画面捕捉了城市的日常活动氛围。,Gowei电动三轮车日常使用"
b727bbf6ea7e38bd29bb4928315c4e27,GOWEI,"三轮车装载着饲料桶，用于喂食多种农场动物，如鹅和羊。,美国用户评价GOWEI电动三轮车"
472b92999eaa21a9ae3df8fee4fb6caf,GOWEI,"以车轮为焦点，捕捉到高速行驶中的动态，强调了车辆的性能和稳定性。,GOWEI CP900电动两轮车"
9f2bc23a972746243f9d4a95202be13f,GOWEI,"正面全景图，展现了三轮车的完整正面造型，包括品牌标志和车灯，设计现代。,GOWEI休闲电动三轮车介绍"
8fb27488d9aa8dd38e1a88a5cee676ba,GOWEI,"一位骑手正向镜头挥手，传达了一种友好的氛围和产品的亲民感。,GOWEI自卸货功能电动三轮车工厂介绍"
8e7397dfc67a1b7e68f9328f3cfac2f1,GOWEI,"这是一张展示ROCKET电动车侧面的照片。电动车颜色主要为白色，设计现代，侧面线条流畅。前轮配有碟刹，车身侧边略显几何感。座位设计宽敞，配有棕色座垫，增添了一些复古风格。整体看来，这款电动车结合了实用性与时尚美观。,ROCKET电动车正侧面照片"
e9c63cb417e33a1066dce44299a3e583,GOWEI,"三轮车在农场上快速行驶，显示出良好的机动性和速度，背景有其他车辆和动物。,美国用户评价GOWEI电动三轮车"
f2fdfcf7727bc1ee029d524f4ebad05e,GOWEI,"这张图片显示了一对戴着口罩的人乘坐在一辆装载有多种物品的蓝色Gowei品牌电动三轮车上。三轮车装载区装有多样的物品，包括厨房用具和一些容器，看起来像是用于商业或街头销售的设置。这种电动三轮车通常用于日常运输和小型商业活动，在城市和乡村地区都很常见。背景是一片绿色植被和一块带有彩色图案的大型广告牌。,Gowei电动三轮车日常使用"
852b3aeabb6133236d35a4471f6acf33,GOWEI,"一位女性驾驶GOWEI CP900在蓝色人行道上行驶，周围是树木和天空。,GOWEI CP900电动两轮车"
8c60a08370d627f081e49f4c800ffd1d,GOWEI,"同样是全景图，但着重展示了红色款式的三轮车，强调了其鲜艳的颜色和明显的外观设计。,GOWEI休闲电动三轮车介绍"
b11f311bf83105e859d015f92dd9899c,GOWEI,"展示了全景的外卖车，聚焦在前灯设计及整体造型，强调了外卖车的设计美观和实用性。,GOWEI 外卖车测评"
0dc41e78f15c9b167f74f55a21a31a79,GOWEI,"这是一张展示ROCKET品牌电动车的前轮和部分车身的图片。前轮设计精致，装有多辐条轮圈和碟刹系统。轮胎上标有尺寸信息“120/70-12”以及用途说明“Tubeless”，说明是不需要内胎的真空轮胎。电动车的颜色主要是白色，车身线条流畅，背景为城市街头环境。,ROCKET电动车前轮"
2d4f50d1ed3e88974efbcd0fcbf91bce,GOWEI,"女性驾驶电动车穿过白色和金属拱门，背景是绿化环境和步道。,GOWEI CP900电动两轮车"
2b4c818355e09cff89954137187a5652,GOWEI,"此图像展示了一个现代化、简洁风格的室内空间，主要色调为纯白。空间由几个圆形拱门构成，形成了一个连续的隧道效果，增添了未来感和艺术气息。图中心的墙面上有“GOWEI”这一品牌的标志，标志颜色为红色，与白色环境形成鲜明对比。整体设计给人一种简洁而高科技的感觉，适合用作现代产品或公司的展示背景。图像与视频描述中提到的电动三轮车工厂主题可能在此空间的其他部分或在动态展示中。,GOWEI自卸货功能电动三轮车工厂介绍"
99501c664ebcb172a2bdaaa446ec30f2,GOWEI,"主要关注三轮车的前部，包括车头和座位，可以看出设计细节和结构。,美国用户评价GOWEI电动三轮车"
85339e6a00f04c19572c3ddc0d1ea25e,GOWEI,"显示的是三轮车的座椅部分，特别突出了座椅的设计和安全结构，适合乘客舒适与安全。,GOWEI休闲电动三轮车介绍"
4fedb679bb9e660c60787526e81e067d,GOWEI,"女性驾驶者在涂鸦的城市桥上行驶，展示电动车在城市环境中的适用性。,GOWEI CP900电动两轮车"
9b408c2e3aeb4425bc5d3879aec7df15,GOWEI,"完整展现了外卖车停静时的侧面全视图，重点在于车辆的整体设计和储物空间。,GOWEI 外卖车测评"
3ffda3b3fc53ea492fbd143960f14182,GOWEI,"这是一个大型的仓库，里面堆满了包装好的电动滑板车。仓库的顶部有红色的消防喷淋管道，仓库的墙壁上有很多窗户，可以透进自然光。,打包仓库"
baecc31d73cae19e45538752e1021e0a,GOWEI,"一个使用者坐在三轮车内，穿戴保护装备，准备驶离一座木质大门，展示了三轮车的使用环境。,美国用户评价GOWEI电动三轮车"
daaa8abd18d80a7d7363f13a2e5abae7,GOWEI,"这张图片展示了一辆Gowei品牌的电动三轮车停在沙砾覆盖的地面上，周围环境看起来像是干燥的灌木丛生地区。三轮车的车厢部分为蓝色，前方设有驾驶座椅和方向把手。阳光从左侧照射而来，天气看起来很晴朗。图片中也可以部分看到一位穿着黄色上衣的人站在三轮车旁边。,Gowei电动三轮车日常使用"
1af18a51702a1e020d250f28c10a0aba,GOWEI,"电动车的侧面特写，背景显示高速行驶的快感和流畅线条。,GOWEI CP900电动两轮车"
c8ff8111d134353bf2dcc956261fef37,GOWEI,"这张图片展示了一款名为ROCKET的电动车的仪表盘。仪表盘采用白色设计，中央是一个未开启的黑色屏幕，两侧配有操作按钮。左手边的按钮包括转向灯开关和远近光灯切换，而右手边的按钮控制着行车模式、喇叭和电源。整体设计简洁，功能分区明确。,ROCKET电动车仪表盘"
feb1d54cd2be2cd946252c81b1b2f064,GOWEI,"视频展示了工人在用叉车将货物装入集装箱的场景。工人驾驶叉车将一个箱子从地面搬运到集装箱内，箱子上贴着 ""ELECTRIC SCOOTER"" 的标签，说明箱子里装的是电动滑板车。,装柜"
207e3e1a1f5e47d6f8acd8841fefe752,GOWEI,"“网速快”四个字清晰显示，可能象征该外卖车型具备高效率和快速响应的特点，这也许是视频的标题画面或结束语。,GOWEI 外卖车测评"
a264e2fb9b4e6c772bb2e92a62e58bfe,GOWEI,"侧面视角，描绘了三轮车的整体设计和较为紧凑的车身结构，突出便捷的入门设计。,GOWEI休闲电动三轮车介绍"
4dbd0d49ab5efea18da0f0d993ed9ca5,GOWEI,"三轮车停放在一个看起来像家庭住址的地方，显示了其作为个人交通工具的一种可能用途。,美国用户评价GOWEI电动三轮车"
be914ecd408e7ed2b2695436b013e17c,GOWEI,"电动车侧面特写，背景突出车辆在行驶中的稳定性和速度感。,GOWEI CP900电动两轮车"
2c749f4bb7b876a2d6a0b94d7129b2ec,GOWEI,"这是一张展示ROCKET品牌电动车的照片。电动车呈现白色，配有棕色座椅，前轮装有防抱死制动系统。车体造型现代，整体设计流畅，背景是建筑物和深色墙面，展示了车辆的前侧面视图。,ROCKET电动车前侧面"
3b815b527833b9b169f95827b410c17e,GOWEI,"叉车正在将货物搬运到货车上，货物可能是纸箱，叉车司机正在操作叉车，将货物从地面搬运到货车上。,装柜"
1ae89a68b1169443f732c75efc6b15b1,GOWEI,"详细展示了三轮车的驾驶舱区域，从另一个角度看，强调驾驶的舒适性和操作便利性。,GOWEI休闲电动三轮车介绍"
f08a7911049b26d91b6169b2d2a76ae7,GOWEI,"图中显示一辆标记有“Gowei”标志的蓝色电动三轮车停在土质道路上。三轮车的设计主要是货运型，车厢开放，边框颜色鲜明。背景是晴朗的天空和稀疏的灌木环境。此外，还有一位身穿条纹上衣的男士站在三轮车旁边。,Gowei电动三轮车日常使用"
6723c88f5566a37762bd4ed6c759f7bf,GOWEI,"电动车前部和车牌特写，标注了“12辆4000W的极速版”，显示车辆的型号和高性能。,GOWEI CP900电动两轮车"
cc13d39da2c091de35b55f01c4794ee0,GOWEI,"在GOWEI工厂的院子里，两位客户正在测试驾驶一辆蓝色的电动三轮车。背景是工厂的一部分，此处环境宽敞适合进行试驾。一位客户正在驾驶三轮车，另一位则在旁边步行，看起来像是在观察或指导。这为了解客户对电动三轮车的操作感受提供了实地体验的机会。,客户在GOWEI工厂试驾GOWEI电动三轮车"
9e6912f99177234adf55b9b56974d740,GOWEI,"工人正在用叉车将一箱箱货物装进集装箱，货物是红色的纸箱，上面印有英文，集装箱是蓝色的，背景是室外，有蓝天白云，地面是水泥地，旁边停放着叉车和一辆卡车。,装柜"
9365e49d3860c6d30b4deb2ce59b4293,GOWEI,"电动车刹车系统特写，展示先进的制动技术和制动盘，确保驾驶安全性。,GOWEI CP900电动两轮车"
eff0603254acc7bc74f7598f9b83bba7,GOWEI,"这张图片描述了一位男子坐在一辆蓝色的电动三轮车上，戴着草帽，并在户外向摄像头讲话，表达关于该电动三轮车的看法。图片还显示了一只动物（看起来像是羊）在他的旁边，而背景是开阔的天空和沙土地面。男子似乎在评价这辆电动三轮车的实用性，因为视频字幕中提到“它们在草地上非常有用”。这场景似乎发生在户外的农村或荒野区域。,美国用户评价GOWEI电动三轮车"
6e55244068833a1baa53a870a45de67b,GOWEI,"这张照片展示了三名男士在GOWEI工厂的户外空间进行电动三轮车的试驾活动。照片中，一名男士正在电动三轮车上操作车辆，而其他两人站在车辆旁边，其中一位似乎在和试驾者交谈或给予指导。背景是工厂的建筑，天气晴朗，环境看起来整洁。整体来看，这是一个关于产品展示和客户体验的场景。,客户在GOWEI工厂试驾GOWEI电动三轮车"
79a817dab672099be62b350576d1477f,GOWEI,"几名工作人员站在或坐在蓝色的车间流水线旁，正在组装或检查电动三轮车的各个部件。前景中，还可以看到不同类型的工具和部件，如电缆和小型机械部件，这些都是装配过程中的必需品。整个区域内布满了生产设备，显示出忙碌的生产氛围。,GOWEI自卸货电动三轮车生产车间"
fc7824abc336a93d210b4d6afc6f1d1d,GOWEI,"从后方视角展示了三轮车，侧重于其独特的顶部保护架和紧凑的后部设计，展示了整车的侧后方造型。,GOWEI休闲电动三轮车介绍"
c4f0e3285418d80d61e81587bcda960b,GOWEI,"这张图片展示了一个标有“GOWEI电动”字样的现代化工厂大楼。图片中的建筑有两座相连的大楼和一个带遮阳设施的通道。工厂周围放置了装有货物的蓝色和白色堆栈式包装箱。工厂外观干净且维护良好，显示了其可能涉及的电动两轮车和电动三轮车的生产活动。天空晴朗，是一个典型的工业生产环境。,GOWEI电动两轮车和电动三轮车生产工厂"
75fece4ae33c8a497b389d4855104090,GOWEI,"电动车正面特写，抓拍了驾驶者满意的表情，背景是绿色植被，显示驾驶的愉悦感。,GOWEI CP900电动两轮车"
28df365e8d2d95fd3f774d0977ef8c53,GOWEI,"该场景是在一个仓库里，工人正在将一箱箱红色的纸箱装进集装箱。集装箱已经装了一部分，工人正在将纸箱搬到集装箱里。集装箱旁边还有很多纸箱，工人正在将纸箱搬到集装箱里。,装柜"
2fb8c2ef75fa8def8e04d862957e3c9d,GOWEI,"这张图片展示了一辆停在城市街道旁的GOWEI品牌的不锈钢电动三轮车。三轮车的设计注重实用性，具有宽大的不锈钢货箱，便于运载各种物品。背景是现代建筑和停放的汽车，突显了这种电动三轮车在现代城市环境中的使用场景。,GOWEI 不锈钢电动三轮车"
44b6c1305b21eb07273b0ba4e46bb815,GOWEI,"这是一张展示ROCKET品牌电动摩托车的照片，摩托车呈现现代设计，主要颜色为白色，搭配棕色座椅。照片从侧面拍摄，清晰展示了车辆的前灯、后视镜、把手和车轮等细节。背景为均匀的灰色墙面，突出了摩托车的外观特征。,ROCKET电动车侧面"
59ba7e96de25bcc2f458392a1528858b,GOWEI,"这张照片显示了一个大型的工业建筑，其外墙上有“GOWEI科技园”标志。这座蓝灰色的多层建筑位于一个清晰、阳光充足的日子中，前面有一个装饰性的岩石花园和绿色的草坪。这个设施表面上是一个生产电动三轮车的工厂。在入口前有一个带有放行标志的栅栏，表明这是一个受限的区域。,GOWEI电动三轮车制造车间"
00934d657add2b2c9743f959f7491b5c,GOWEI,"女性驾驶者在蓝色人行道上行驶，景色宜人，突出电动车在休闲和通勤环境中的适用性。,GOWEI CP900电动两轮车"
b7c96ce71211809f08c67a552bd99555,GOWEI,"一名工作人员在处理车轮部件，周围堆放着大量的车轮和车架部件。除此之外，还可以看到其他电动三轮车部件和配件，如电缆束和金属杆。背景中的货架上整齐地堆放着更多的零部件和工具，表明这个区域是用于材料分配和前期准备工作的。,GOWEI自卸货电动三轮车生产车间"
536e82a5178588623d1535d4441aef4a,GOWEI,"这张图片展示了一辆GOWEI牌不锈钢电动三轮车的车厢部分。三轮车车厢采用全钢结构，边缘有加强的护栏，看起来非常结实耐用。车厢内部平整宽敞，可用于运输多种物品。背景是户外的道路和建筑，说明图片拍摄地点可能是城市的商业区或工业区。,GOWEI 不锈钢电动三轮车"
5994679caca04bd8e763e7ff2cea1d13,GOWEI,"图像展示了一个GOWEI品牌的休闲电动三轮车。这款三轮车设计现代，配有宽敞舒适的坐座和一个遮阳篷，看起来具有良好的防晒功能。车身颜色为米色和黑色。其具备一个后置的篮子，方便存放物品，整体结构看起来稳固而且现代化，适合休闲出行使用。,GOWEI休闲电动三轮车介绍"
385e1d0bab1a41ec002d1f9b27418850,GOWEI,"这是一张展示ROCKET品牌电动车的调速把的图片。从图片中可以看到，电动车的调速把位于右侧，设计简洁，配有黑色的握把和银色的端部。左侧有车辆的控制按钮，包括模式切换和启动按钮。整个场景的背景为灰色的地面，突出了电动车的部件细节。,ROCKET电动车调速把"
9adc2bb77cf7c7924c199018be06f301,GOWEI,"视频展示了四辆停放在路边的电动摩托车，它们颜色各异，分别为粉色、灰色、绿色和白色。摩托车都配备了后备箱，并带有炫彩电镀大灯。,Q50- B配置：A20/B20/C20，215电机30H1000W（彩色电机）、12管集成控制器（协昌）、彩色前轮、前碟后鼓刹,300-10双色轮胎，改装件，脚踏电池盒，炫彩电镀大灯，带USB,带塑料搁脚，大座筒、飞机把、大挡风、彩色转把、电镀反光镜、高档压花座垫、铝衣架、尾箱。"
