name,type,chunkId
多辆车辆,technology,fd1a96afe5e60aeadb0dc960055d5890
存放杂物的棚子,location,fd1a96afe5e60aeadb0dc960055d5890
狗,animal,fd1a96afe5e60aeadb0dc960055d5890
户外活动,concept,fd1a96afe5e60aeadb0dc960055d5890
测试新技术,concept,fd1a96afe5e60aeadb0dc960055d5890
美国当地客户,person,fd1a96afe5e60aeadb0dc960055d5890
图像,technology,e0b737cd57672e91bdfa501edd0d3905
男士,person,e0b737cd57672e91bdfa501edd0d3905
蓝色的GOWEI电动三轮车,technology,e0b737cd57672e91bdfa501edd0d3905
货物,concept,e0b737cd57672e91bdfa501edd0d3905
多云的天空,location,e0b737cd57672e91bdfa501edd0d3905
低矮的建筑,location,e0b737cd57672e91bdfa501edd0d3905
方向盘,technology,e0b737cd57672e91bdfa501edd0d3905
电动车,technology,e0b737cd57672e91bdfa501edd0d3905
户外,location,e0b737cd57672e91bdfa501edd0d3905
美国当地客户,person,e0b737cd57672e91bdfa501edd0d3905
试驾,event,e0b737cd57672e91bdfa501edd0d3905
使用者,person,959c9383f86c4f93d8adec6fedd04f26
三轮车,technology,959c9383f86c4f93d8adec6fedd04f26
农场,location,959c9383f86c4f93d8adec6fedd04f26
物品,concept,959c9383f86c4f93d8adec6fedd04f26
房屋,location,959c9383f86c4f93d8adec6fedd04f26
围栏,location,959c9383f86c4f93d8adec6fedd04f26
天气,concept,959c9383f86c4f93d8adec6fedd04f26
晴朗,concept,959c9383f86c4f93d8adec6fedd04f26
美国用户,person,959c9383f86c4f93d8adec6fedd04f26
GOWEI电动三轮车,technology,959c9383f86c4f93d8adec6fedd04f26
电动三轮车,technology,8e692815e0bdff9e15e4c4b73ccf6bb0
灯光系统,technology,8e692815e0bdff9e15e4c4b73ccf6bb0
前面板,technology,8e692815e0bdff9e15e4c4b73ccf6bb0
品牌标识,concept,8e692815e0bdff9e15e4c4b73ccf6bb0
蓝色,concept,8e692815e0bdff9e15e4c4b73ccf6bb0
头灯,technology,8e692815e0bdff9e15e4c4b73ccf6bb0
现代设计,concept,8e692815e0bdff9e15e4c4b73ccf6bb0
功能性,concept,8e692815e0bdff9e15e4c4b73ccf6bb0
GOWEI EEC状态电动三轮车,technology,8e692815e0bdff9e15e4c4b73ccf6bb0
送外卖员,person,f805cf43bc64ca8fcc07d5ed3ecb0005
工作服,concept,f805cf43bc64ca8fcc07d5ed3ecb0005
外卖电动车,technology,f805cf43bc64ca8fcc07d5ed3ecb0005
湖面,location,f805cf43bc64ca8fcc07d5ed3ecb0005
建筑,location,f805cf43bc64ca8fcc07d5ed3ecb0005
GOWEI 外卖车,technology,f805cf43bc64ca8fcc07d5ed3ecb0005
测评,concept,f805cf43bc64ca8fcc07d5ed3ecb0005
公司外景,location,2756d024691493f85927f6cc2de4a930
现代化工业建筑,concept,2756d024691493f85927f6cc2de4a930
企业规模,concept,2756d024691493f85927f6cc2de4a930
企业形象,concept,2756d024691493f85927f6cc2de4a930
电动车烤漆工艺流程,technology,2756d024691493f85927f6cc2de4a930
视频,event,2756d024691493f85927f6cc2de4a930
电动三轮车,technology,766cac2273a287623b5aadfec3813a5f
乡村道路,location,766cac2273a287623b5aadfec3813a5f
草丛,location,766cac2273a287623b5aadfec3813a5f
天气,concept,766cac2273a287623b5aadfec3813a5f
路面,location,766cac2273a287623b5aadfec3813a5f
GOWEI 休闲电动三轮车,technology,766cac2273a287623b5aadfec3813a5f
测评,event,766cac2273a287623b5aadfec3813a5f
图片,technology,0bc9be1ff0c3c6ba26c2149ced85ce7d
装货场景,concept,0bc9be1ff0c3c6ba26c2149ced85ce7d
红色叉车,technology,0bc9be1ff0c3c6ba26c2149ced85ce7d
卡车,technology,0bc9be1ff0c3c6ba26c2149ced85ce7d
货物,concept,0bc9be1ff0c3c6ba26c2149ced85ce7d
箱子,technology,0bc9be1ff0c3c6ba26c2149ced85ce7d
物流区域,location,0bc9be1ff0c3c6ba26c2149ced85ce7d
平坦广场,location,0bc9be1ff0c3c6ba26c2149ced85ce7d
集装箱,technology,0bc9be1ff0c3c6ba26c2149ced85ce7d
货运,concept,0bc9be1ff0c3c6ba26c2149ced85ce7d
物流操作,concept,0bc9be1ff0c3c6ba26c2149ced85ce7d
GOWEI 装柜,organization,0bc9be1ff0c3c6ba26c2149ced85ce7d
工人,person,83001830ec8d6bc0b79e3e6abe484e33
叉车,technology,83001830ec8d6bc0b79e3e6abe484e33
货物,concept,83001830ec8d6bc0b79e3e6abe484e33
卡车,technology,83001830ec8d6bc0b79e3e6abe484e33
GOWEI,organization,83001830ec8d6bc0b79e3e6abe484e33
装柜,event,83001830ec8d6bc0b79e3e6abe484e33
蓝色集装箱,technology,1fbd9a836fd91108df4a9264fb4148ce
仓库区域,location,1fbd9a836fd91108df4a9264fb4148ce
GOWEI,organization,1fbd9a836fd91108df4a9264fb4148ce
远景,concept,1fbd9a836fd91108df4a9264fb4148ce
背景,concept,1fbd9a836fd91108df4a9264fb4148ce
三轮车,technology,da491b1ad45ed3e1501ba363616561d1
仪表盘,technology,da491b1ad45ed3e1501ba363616561d1
速度,concept,da491b1ad45ed3e1501ba363616561d1
电量显示,concept,da491b1ad45ed3e1501ba363616561d1
功能指示,concept,da491b1ad45ed3e1501ba363616561d1
驾驶模式,concept,da491b1ad45ed3e1501ba363616561d1
GOWEI休闲电动三轮车,technology,da491b1ad45ed3e1501ba363616561d1
男性工人,person,79a817dab672099be62b350576d1477f
大型机器,technology,79a817dab672099be62b350576d1477f
蓝色,concept,79a817dab672099be62b350576d1477f
工具,technology,79a817dab672099be62b350576d1477f
零件,technology,79a817dab672099be62b350576d1477f
忙碌而有序的工作环境,concept,79a817dab672099be62b350576d1477f
车间,location,79a817dab672099be62b350576d1477f
光线充足,concept,79a817dab672099be62b350576d1477f
大型吊扇,technology,79a817dab672099be62b350576d1477f
空气流通,concept,79a817dab672099be62b350576d1477f
GOWEI电动三轮车生产流水线,organization,79a817dab672099be62b350576d1477f
图像,technology,3061a8996ab34025775c4e86a7c64c50
红色的GOWEI品牌电动三轮车,product,3061a8996ab34025775c4e86a7c64c50
驾驶区,location,3061a8996ab34025775c4e86a7c64c50
方向手柄,technology,3061a8996ab34025775c4e86a7c64c50
黑色的握把,technology,3061a8996ab34025775c4e86a7c64c50
中央的数字仪表显示屏,technology,3061a8996ab34025775c4e86a7c64c50
黑色货架,technology,3061a8996ab34025775c4e86a7c64c50
老年人,person,3061a8996ab34025775c4e86a7c64c50
女性,person,3061a8996ab34025775c4e86a7c64c50
外观好看,concept,3061a8996ab34025775c4e86a7c64c50
质量和性能,concept,3061a8996ab34025775c4e86a7c64c50
GOWEI3.0-8真空轮胎休闲电动三轮车,product,3061a8996ab34025775c4e86a7c64c50
图片,technology,5d01d2ce29f51161afca37bb46717824
电动三轮车,technology,5d01d2ce29f51161afca37bb46717824
展示厅,location,5d01d2ce29f51161afca37bb46717824
浅蓝色三轮车,technology,5d01d2ce29f51161afca37bb46717824
全封闭的驾驶舱,technology,5d01d2ce29f51161afca37bb46717824
红色三轮车,technology,5d01d2ce29f51161afca37bb46717824
白色三轮车,technology,5d01d2ce29f51161afca37bb46717824
开放式座位设计,concept,5d01d2ce29f51161afca37bb46717824
便捷的城市出行,concept,5d01d2ce29f51161afca37bb46717824
休闲出行,concept,5d01d2ce29f51161afca37bb46717824
植物,location,5d01d2ce29f51161afca37bb46717824
自然的氛围,concept,5d01d2ce29f51161afca37bb46717824
GOWEI60v20ah铅酸电池休闲电动三轮车,technology,5d01d2ce29f51161afca37bb46717824
女主持人,person,c88765ddcf54a81fa42a015b865ce021
电动车,technology,c88765ddcf54a81fa42a015b865ce021
自信,concept,c88765ddcf54a81fa42a015b865ce021
专业,concept,c88765ddcf54a81fa42a015b865ce021
GOWEI CP900电动两轮车,technology,c88765ddcf54a81fa42a015b865ce021
